id	filename	md5	size	state
26bbb2f9-a75e-492c-a2f5-0eeb523bb196	26bbb2f9-a75e-492c-a2f5-0eeb523bb196/nationwidechildrens.org_clinical.TCGA-OR-A5LK.xml	6d6be49d0effe4f1ad50d20acf335358	49050	validated
28346c25-868b-4980-ad9d-b775cff73e30	28346c25-868b-4980-ad9d-b775cff73e30/nationwidechildrens.org_clinical.TCGA-OR-A5J8.xml	66a085cb367b0a5f089f768b2a4eff23	37827	validated
2a99ffb0-389a-4f80-a3ec-1da13845cf6a	2a99ffb0-389a-4f80-a3ec-1da13845cf6a/nationwidechildrens.org_clinical.TCGA-P6-A5OH.xml	a1bef0e3fe4e1362e847a0aa88ee4b57	31994	validated
2af65153-831b-4fd2-9fb5-d07366c73b14	2af65153-831b-4fd2-9fb5-d07366c73b14/nationwidechildrens.org_clinical.TCGA-OR-A5LE.xml	5af16da8552af897a150c5be27b796d3	32673	validated
2bf0e42d-de12-437e-b764-1eba90a87396	2bf0e42d-de12-437e-b764-1eba90a87396/nationwidechildrens.org_clinical.TCGA-OR-A5JL.xml	b41a16f73814dda7ad1447415d1ad7e5	49096	validated
2c9512eb-e075-4e45-8ad4-b00048a6d47e	2c9512eb-e075-4e45-8ad4-b00048a6d47e/nationwidechildrens.org_clinical_nte_acc.txt	3ebc64308639b749a893b4c4df5f7681	9756	validated
2d964afd-0ab2-4e24-8173-f21cf2942686	2d964afd-0ab2-4e24-8173-f21cf2942686/nationwidechildrens.org_omf.TCGA-OR-A5K0.xml	2fe062ce7409f12b191419346a2543db	11061	validated
30d1eaf5-aecd-469f-8fa6-e230474518b1	30d1eaf5-aecd-469f-8fa6-e230474518b1/nationwidechildrens.org_clinical.TCGA-OR-A5JP.xml	a7f4c1ab056c6edbc63df132d519d3a6	40778	validated
3795a3a0-19cd-4350-b533-ef10a3dc0ecb	3795a3a0-19cd-4350-b533-ef10a3dc0ecb/nationwidechildrens.org_clinical.TCGA-OR-A5J6.xml	d1e27fcf5e309fe0ce97244ba71d5991	41161	validated
39b77bda-8c2b-4130-892e-6c2f14a0f3d7	39b77bda-8c2b-4130-892e-6c2f14a0f3d7/nationwidechildrens.org_clinical.TCGA-OR-A5JW.xml	47d57810a432dae4542d4a38145b27d7	49610	validated
3c079ee0-3fa8-4f6b-8b0f-a3501b4d9c45	3c079ee0-3fa8-4f6b-8b0f-a3501b4d9c45/nationwidechildrens.org_clinical.TCGA-OR-A5L9.xml	12242bf907d6f21f1927e707c85ae744	41049	validated
3d6af453-0a25-4168-82f4-3d2124f7084c	3d6af453-0a25-4168-82f4-3d2124f7084c/nationwidechildrens.org_clinical.TCGA-OR-A5KX.xml	fcd7965817f4047b573cb44a9a87eee0	48410	validated
402e51ea-1458-46a1-ba22-a1a2df15470b	402e51ea-1458-46a1-ba22-a1a2df15470b/nationwidechildrens.org_clinical.TCGA-OR-A5KT.xml	89fc27b2c0423b6466c0c49c72923383	42056	validated
40af3045-3607-43d3-828c-d277b460e388	40af3045-3607-43d3-828c-d277b460e388/nationwidechildrens.org_clinical.TCGA-OR-A5K5.xml	9d229c0ead82b3db1c8b4769c13fa7c5	52646	validated
458f017f-46d9-44b5-9731-382f8732509a	458f017f-46d9-44b5-9731-382f8732509a/nationwidechildrens.org_clinical.TCGA-OR-A5K1.xml	7bd470e67d9fa188755a8e30574d5f1c	49482	validated
4612e74a-f374-459a-a14f-8cecdb1c14f8	4612e74a-f374-459a-a14f-8cecdb1c14f8/nationwidechildrens.org_clinical_radiation_acc.txt	a5e410d7a28b2871c8751c3a3971e808	8608	validated
47338dfb-a8aa-4e6d-a438-a4c3c3d795f9	47338dfb-a8aa-4e6d-a438-a4c3c3d795f9/nationwidechildrens.org_clinical.TCGA-OR-A5JH.xml	b7e1c6f0a226eb792c0cd9ea5efd9136	40448	validated
490dfbb2-42e0-41da-8c04-a6f307b27e5c	490dfbb2-42e0-41da-8c04-a6f307b27e5c/nationwidechildrens.org_clinical_follow_up_v4.0_nte_acc.txt	ce6a6b98dc02cfd713833fbb8a0aeee9	5676	validated
498772c7-fcc5-47b5-b4eb-2aec95584510	498772c7-fcc5-47b5-b4eb-2aec95584510/nationwidechildrens.org_clinical.TCGA-OR-A5KZ.xml	287d7b06268e559f37b9bda6454a16f6	35964	validated
49a53ff9-eb88-406d-820e-f71644df39bb	49a53ff9-eb88-406d-820e-f71644df39bb/nationwidechildrens.org_clinical.TCGA-OR-A5JB.xml	fa0a3232228f3d3ab3d2089b6e83a931	32330	validated
4b8efe61-5265-4101-bca6-98019f662315	4b8efe61-5265-4101-bca6-98019f662315/nationwidechildrens.org_clinical.TCGA-OU-A5PI.xml	547833018b52552e8428122f20fbd6f6	104917	validated
4c259f88-b551-4e17-b78f-4c1249b288da	4c259f88-b551-4e17-b78f-4c1249b288da/nationwidechildrens.org_clinical_drug_acc.txt	06a9244dcf785466531c5b5c41839482	9324	validated
50ebe688-93d9-4412-b060-3b3abadb834c	50ebe688-93d9-4412-b060-3b3abadb834c/nationwidechildrens.org_clinical.TCGA-OR-A5L8.xml	84bf68d8a36e6ec39617add176c402a8	41294	validated
55e1648b-eead-49bc-a8b6-e777a9dbea86	55e1648b-eead-49bc-a8b6-e777a9dbea86/nationwidechildrens.org_clinical.TCGA-OR-A5L3.xml	aa8115ceec2efb4a3845779cba51101c	40744	validated
5997d3f5-6c9e-4b53-a2fb-d8fab966692f	5997d3f5-6c9e-4b53-a2fb-d8fab966692f/nationwidechildrens.org_clinical.TCGA-OR-A5JR.xml	d4a2bb0691c4cdee0092a3abf251f7d7	39972	validated
5e0e07f2-652f-41db-8244-99aeb50fa3c2	5e0e07f2-652f-41db-8244-99aeb50fa3c2/nationwidechildrens.org_clinical.TCGA-OR-A5J5.xml	993dfa40dcfdd03418c50a935078b514	32997	validated
6433615a-cffc-4d1f-a959-749756c42295	6433615a-cffc-4d1f-a959-749756c42295/nationwidechildrens.org_clinical.TCGA-OR-A5JI.xml	17a44ea6df39b6460b3cc915387e0ee8	48738	validated
65ec28b5-cba6-45c2-a32c-5812e87d94c1	65ec28b5-cba6-45c2-a32c-5812e87d94c1/nationwidechildrens.org_clinical.TCGA-OR-A5JV.xml	0c4b2c468b568f4c5e01bfcb8f10b339	40761	validated
66a10516-b0fb-4143-936f-b4d4cce643d6	66a10516-b0fb-4143-936f-b4d4cce643d6/nationwidechildrens.org_clinical.TCGA-OR-A5K0.xml	7e0f5e73c2e491a2324d28f279ef2da6	40223	validated
67eb3bf4-9002-4659-b406-21e6d79c935b	67eb3bf4-9002-4659-b406-21e6d79c935b/nationwidechildrens.org_clinical.TCGA-OR-A5LC.xml	342b8a792ce020f51a155248b493a3cb	36989	validated
6a22c17f-3963-4a6f-a03d-d4fd3fd6309e	6a22c17f-3963-4a6f-a03d-d4fd3fd6309e/nationwidechildrens.org_clinical_follow_up_v4.0_acc.txt	86a756df08352d308e68b2c03f24f6d4	18298	validated
6a5cd5b4-7739-4ce3-badd-86e9215c1dda	6a5cd5b4-7739-4ce3-badd-86e9215c1dda/nationwidechildrens.org_clinical.TCGA-OR-A5K3.xml	9857c82d839bec4b48c6f2f1f2f2ccb9	48344	validated
6ec611d0-0adb-43d2-a01f-f5151d503632	6ec611d0-0adb-43d2-a01f-f5151d503632/nationwidechildrens.org_clinical.TCGA-OR-A5LM.xml	187b7a1366e96309835021dd3e4c569f	49126	validated
6f52b47b-917e-466f-a32b-49f20fd353ba	6f52b47b-917e-466f-a32b-49f20fd353ba/nationwidechildrens.org_clinical.TCGA-OR-A5LJ.xml	d2695783bb543602d6a1060420bb89fe	34036	validated
74603cfe-a7d6-4516-af96-9976bc0fc54d	74603cfe-a7d6-4516-af96-9976bc0fc54d/nationwidechildrens.org_clinical.TCGA-OR-A5LA.xml	598907fc786bce1b95abbbea33c62fd7	40931	validated
79ad9f80-9ed2-4552-a011-6b928cbadda3	79ad9f80-9ed2-4552-a011-6b928cbadda3/nationwidechildrens.org_clinical.TCGA-OR-A5JA.xml	e8b2fcfeab5bed65c27c25d715cfc9ba	33427	validated
7ce31ac5-5cce-46ac-9824-82f5dbef581d	7ce31ac5-5cce-46ac-9824-82f5dbef581d/nationwidechildrens.org_clinical.TCGA-OR-A5JT.xml	3c7f71fbf6622c43efe68de4fb275f12	45296	validated
84111654-fab3-4acb-9da3-66d482d77dc0	84111654-fab3-4acb-9da3-66d482d77dc0/nationwidechildrens.org_clinical.TCGA-OR-A5LF.xml	6224e4f366aad80e0fb3e31ce8a1d58c	32474	validated
84d9ee6d-c9cb-4004-8501-6043dbc26bda	84d9ee6d-c9cb-4004-8501-6043dbc26bda/nationwidechildrens.org_clinical.TCGA-OR-A5KO.xml	740c4fb9a1de6ce71098d44c5981583d	45225	validated
8719ab07-0abe-4dc4-a52d-d036f4df7330	8719ab07-0abe-4dc4-a52d-d036f4df7330/nationwidechildrens.org_clinical.TCGA-OR-A5J9.xml	49b6e0aae4642042f85155cd849476bf	41384	validated
88e04b32-4f73-4b6d-aa96-be6769d6ea59	88e04b32-4f73-4b6d-aa96-be6769d6ea59/nationwidechildrens.org_clinical_omf_v4.0_acc.txt	a6009c593e68f177c0de3de836e9eedf	4472	validated
8e926278-5d0c-4e39-89c6-d277272d963e	8e926278-5d0c-4e39-89c6-d277272d963e/nationwidechildrens.org_clinical.TCGA-OR-A5LI.xml	4090437df0250d33e22f3e8a63f0f076	55089	validated
909f0719-b165-4beb-9fb3-f21aff071469	909f0719-b165-4beb-9fb3-f21aff071469/nationwidechildrens.org_clinical_patient_acc.txt	f2d9a09c083f560129a82f77e5f84e70	104816	validated
93e8e948-e73b-4773-bb2a-0c9797088413	93e8e948-e73b-4773-bb2a-0c9797088413/nationwidechildrens.org_clinical.TCGA-OR-A5KB.xml	5a91040577afb60244074841c41c948b	41644	validated
97642260-dd9b-439a-b376-4bdd234f7342	97642260-dd9b-439a-b376-4bdd234f7342/nationwidechildrens.org_omf.TCGA-OR-A5LB.xml	486190e88374946b54450775356c275a	11550	validated
9d0ad056-09db-4eac-bbd5-42c30c123257	9d0ad056-09db-4eac-bbd5-42c30c123257/nationwidechildrens.org_clinical.TCGA-PK-A5HA.xml	c98657497d720526f84c7f6c31774ba3	40629	validated
9d34751e-8f08-4f7a-a901-f26dbcd574d1	9d34751e-8f08-4f7a-a901-f26dbcd574d1/nationwidechildrens.org_clinical.TCGA-OR-A5LP.xml	d33f05d90249409566a644cbc44f5072	40718	validated
a04bd70d-dc86-48c9-aeee-1336d881453e	a04bd70d-dc86-48c9-aeee-1336d881453e/nationwidechildrens.org_clinical.TCGA-OR-A5K2.xml	343c38ea286791a4233f010206cd94c2	65663	validated
a2660581-4d8a-4891-817f-df1212d7a170	a2660581-4d8a-4891-817f-df1212d7a170/nationwidechildrens.org_clinical.TCGA-OR-A5J7.xml	e4d0843a0844e7d23b16de7ceeb4cfe5	39779	validated
a3bb4e1a-f12a-4db9-993b-c134597f0345	a3bb4e1a-f12a-4db9-993b-c134597f0345/nationwidechildrens.org_clinical.TCGA-OR-A5LS.xml	a998c45d4f225671e1cb9eca698612b9	41259	validated
a832d773-176b-404f-afeb-4bc503183fd2	a832d773-176b-404f-afeb-4bc503183fd2/nationwidechildrens.org_clinical.TCGA-OR-A5JE.xml	f403497f92527aa681c3cc6c28bf7553	32618	validated
aaaaae69-5e35-45e1-83b7-52707f85cff7	aaaaae69-5e35-45e1-83b7-52707f85cff7/nationwidechildrens.org_clinical.TCGA-OR-A5JZ.xml	52e6f5336a03593f4e698e3b39fcae91	48747	validated
ad08f3fc-6227-4c9c-898c-bafc7767a7b8	ad08f3fc-6227-4c9c-898c-bafc7767a7b8/nationwidechildrens.org_clinical.TCGA-OR-A5LN.xml	d86c38b6461a75836206df741a977710	48793	validated
b0294729-31e1-4ea2-9bb3-971267c788ef	b0294729-31e1-4ea2-9bb3-971267c788ef/nationwidechildrens.org_clinical.TCGA-OR-A5L1.xml	045bfe2ded61c25e65806eca24d1143d	32414	validated
b13a7a25-4fcc-4b4e-a924-2a160edfca65	b13a7a25-4fcc-4b4e-a924-2a160edfca65/nationwidechildrens.org_omf.TCGA-OR-A5L5.xml	86c256da9e3903210f1ac387d4ef75c0	11477	validated
b153fec2-ba2f-48e9-b0ec-eab130f3a682	b153fec2-ba2f-48e9-b0ec-eab130f3a682/nationwidechildrens.org_omf.TCGA-OR-A5KP.xml	897f03e5f58977d71e01fe34432e14a5	11494	validated
b1addb9d-532b-4a7a-9057-2add4422b169	b1addb9d-532b-4a7a-9057-2add4422b169/nationwidechildrens.org_clinical.TCGA-OR-A5KW.xml	98b70e5269d740964e3849e1b784ddad	40935	validated
b39caa71-e5f1-4612-8608-562673b7748e	b39caa71-e5f1-4612-8608-562673b7748e/nationwidechildrens.org_clinical.TCGA-OR-A5LR.xml	534c32a831243c9e65723d8f8870d351	40885	validated
b593f313-87d4-4383-995c-fbf937974455	b593f313-87d4-4383-995c-fbf937974455/nationwidechildrens.org_clinical.TCGA-OR-A5JU.xml	42cc902cf44fb7285a53ec68d6a18c33	42165	validated
b8b31ecd-3b6b-41d2-add1-ac3fe320bccd	b8b31ecd-3b6b-41d2-add1-ac3fe320bccd/nationwidechildrens.org_omf.TCGA-PK-A5HB.xml	4f4287593b13ad3578ecc0adc368d487	11000	validated
b9def455-1f01-420c-a784-16b66489f7f6	b9def455-1f01-420c-a784-16b66489f7f6/nationwidechildrens.org_clinical.TCGA-OR-A5JY.xml	e31d6120b375a5ec8d3dfc54606e5cf0	46946	validated
ba34298e-d73a-4439-8907-63f869fbd84f	ba34298e-d73a-4439-8907-63f869fbd84f/nationwidechildrens.org_clinical.TCGA-OR-A5JD.xml	5bbc9b8851f9bdb56d9edb12ce56ed64	48382	validated
c03a15c3-e671-4281-a8e7-9f543c264894	c03a15c3-e671-4281-a8e7-9f543c264894/nationwidechildrens.org_clinical.TCGA-P6-A5OG.xml	509a7816600f7f4cace0e54d4c6dda0e	36298	validated
c7f46a92-a48e-4606-821a-b45ec6e9b3a1	c7f46a92-a48e-4606-821a-b45ec6e9b3a1/nationwidechildrens.org_clinical.TCGA-OR-A5JC.xml	cc04e3ab07a80bcfb01de0a3628612da	31963	validated
cd3959df-b7f8-4b30-8454-7adad5cc9e7e	cd3959df-b7f8-4b30-8454-7adad5cc9e7e/nationwidechildrens.org_clinical.TCGA-OR-A5KQ.xml	00f985d3e1c749d230950fe1a261af42	41094	validated
cd557faa-8b36-452d-ae30-bbeaffa54a47	cd557faa-8b36-452d-ae30-bbeaffa54a47/nationwidechildrens.org_clinical.TCGA-OR-A5L5.xml	e5b89ae614dbc70e8c2a134b6c9f3a3c	43907	validated
d18e3cde-dc31-494a-b8a3-8d2286896d48	d18e3cde-dc31-494a-b8a3-8d2286896d48/nationwidechildrens.org_clinical.TCGA-OR-A5LH.xml	73f6a439784781dc08c94a29080b3ecf	35483	validated
d5795cb6-e7dc-42dc-a67c-0f77018363f0	d5795cb6-e7dc-42dc-a67c-0f77018363f0/nationwidechildrens.org_clinical.TCGA-OR-A5J1.xml	1aa6dba68399f4fde24668e7bfc96987	41161	validated
d5d1ecd5-0a15-41e2-b917-915069411a6b	d5d1ecd5-0a15-41e2-b917-915069411a6b/nationwidechildrens.org_clinical.TCGA-OR-A5L2.xml	f103abd3a86742a71876c3a36e152c3c	40329	validated
d6c369f8-d09c-45f8-84d1-5eb21bfbe79c	d6c369f8-d09c-45f8-84d1-5eb21bfbe79c/nationwidechildrens.org_clinical.TCGA-OR-A5K6.xml	ee34708021ff1e918c65fbad0095c9eb	48520	validated
d6fdeb0d-96ac-49a3-a9db-a4123be7d434	d6fdeb0d-96ac-49a3-a9db-a4123be7d434/nationwidechildrens.org_clinical.TCGA-OR-A5LG.xml	18068bec7e4d3d0c4fd47c70b26e6db1	33241	validated
d7f4b3bd-b8f4-48a7-931d-2e84b786afef	d7f4b3bd-b8f4-48a7-931d-2e84b786afef/nationwidechildrens.org_clinical.TCGA-OR-A5JQ.xml	5d03d586d93ebdf510f94eab9e5cd5a6	40689	validated
da4c58f3-d7f5-425f-92fc-ea26a5a4a24f	da4c58f3-d7f5-425f-92fc-ea26a5a4a24f/nationwidechildrens.org_clinical.TCGA-OR-A5J2.xml	6b381519337e726aabee299e56991139	33247	validated
dcf6b1dc-dff5-4661-ab93-462de87d8e25	dcf6b1dc-dff5-4661-ab93-462de87d8e25/nationwidechildrens.org_clinical.TCGA-OR-A5LL.xml	e87f8fefa697a04da860e9180282273a	33548	validated
de6b8b06-aa0b-4380-a2d7-e93f3027763b	de6b8b06-aa0b-4380-a2d7-e93f3027763b/nationwidechildrens.org_clinical.TCGA-OR-A5LB.xml	79a7f049b181a582e26e346bbae1c1d2	33714	validated
deb84cd0-56e8-4096-873b-3d7ec5d3f81b	deb84cd0-56e8-4096-873b-3d7ec5d3f81b/nationwidechildrens.org_clinical.TCGA-OR-A5KY.xml	afe7884b7d58978c50ff090ac47a5471	37369	validated
e2f57b1d-4c29-4dbc-ae8c-12efc60b4470	e2f57b1d-4c29-4dbc-ae8c-12efc60b4470/nationwidechildrens.org_clinical.TCGA-OR-A5KS.xml	e4aa184cbcbd72831b010c43ad2446eb	40217	validated
ea54d970-01b8-4327-a5b3-092b7232e36a	ea54d970-01b8-4327-a5b3-092b7232e36a/nationwidechildrens.org_clinical.TCGA-OR-A5JM.xml	e23a66bab96cd1f1f313d18cab5956a4	49353	validated
ec2425c2-df81-4e0b-807c-9f388eb04081	ec2425c2-df81-4e0b-807c-9f388eb04081/nationwidechildrens.org_clinical.TCGA-OR-A5L4.xml	f10fb6fbd40bd9a81f582d467735781d	41227	validated
ef174a5e-2cf6-40f2-aff5-99cfd11067e0	ef174a5e-2cf6-40f2-aff5-99cfd11067e0/nationwidechildrens.org_clinical.TCGA-OR-A5KU.xml	658322167255932ebfafb345d3bbef75	41033	validated
f8ee3063-3941-413c-8a0c-a69da49f12bf	f8ee3063-3941-413c-8a0c-a69da49f12bf/nationwidechildrens.org_clinical.TCGA-PA-A5YG.xml	70e9272128d127f027c26c1f8899c983	40111	validated
fb4bf97f-e48a-41a1-bca3-4482da3f064b	fb4bf97f-e48a-41a1-bca3-4482da3f064b/nationwidechildrens.org_clinical.TCGA-PK-A5HB.xml	e2979f87bd3ccece3b912701be1cc1e8	84480	validated
fc7d6cca-6541-4e9a-8830-fee7f8bc0c7b	fc7d6cca-6541-4e9a-8830-fee7f8bc0c7b/nationwidechildrens.org_clinical.TCGA-OR-A5LD.xml	0f5bfa2ef2d2667fcd74472126a54e81	32767	validated
fef77fa8-c58f-4e8e-b0c2-7c6459410e3e	fef77fa8-c58f-4e8e-b0c2-7c6459410e3e/nationwidechildrens.org_clinical.TCGA-PK-A5HC.xml	bc0ba5fffe745ad90ad40749cad4b689	36578	validated
